Topology,DemandFile,TabuIGPWO,MIP,2-SR full,3-SR full,2-SRPP,2-SRPP-adj,3-SRPP,3-SRPP-adj,2-CG4SR,3-CG4SR
Heanet,0000,1800.023358449,0.809889179,0.08,0.713,0.144,0.144,0.5820000000000001,0.5820000000000001,0.182771345,0.186725987
Heanet,0001,1800.012139579,0.047420965,0.088,0.082,0.10200000000000001,0.10200000000000001,0.128,0.128,0.170226436,0.172666157
Heanet,0002,1800.004551408,0.062561785,0.057,0.313,0.13,0.13,0.248,0.248,0.178799754,0.215622265
Heanet,0003,1800.018408926,0.238051007,0.648,2.433,0.19499999999999998,0.19499999999999998,1.018,1.018,0.213144976,0.185657477
Heanet,0004,1800.002536351,1.023117184,0.742,12.643,0.9490000000000001,0.9490000000000001,8.625,8.625,0.175310346,0.183357385
HiberniaCanada,0000,1800.066500206,0.205773093,0.094,0.417,0.196,0.196,0.173,0.173,0.458369941,0.404469326
HiberniaCanada,0001,1800.006809609,1.668074942,0.346,0.883,0.37000000000000005,0.37000000000000005,0.555,0.555,0.440948169,0.444619838
HiberniaCanada,0002,1800.017589241,0.199098867,0.242,0.401,0.323,0.323,0.14300000000000002,0.14300000000000002,0.529111487,0.561694324
HiberniaCanada,0003,1800.011793865,0.104023066,0.228,0.4,0.188,0.188,0.24,0.24,0.348103532,0.542434317
HiberniaCanada,0004,1800.036265881,0.171799204,0.139,0.351,0.19,0.19,0.259,0.259,0.403611805,0.489898816
HiberniaGlobal,0000,1800.605407676,33.118468037,9.458,2014.912,4.736000000000001,4.736000000000001,195.067,195.067,100.552159434,97.269869683
HiberniaGlobal,0001,1810.681279932,4.54685182,7.012,1074.479,4.082,4.082,182.88400000000001,182.88400000000001,84.802084382,84.996389414
HiberniaGlobal,0002,1800.068613215,8.556546414,9.676,1141.232,6.603,6.603,183.037,183.037,98.20684596,97.190785236
HiberniaGlobal,0003,1806.679891828,16.52855287,10.146,1926.704,7.221,7.221,120.997,120.997,98.567309305,100.768195711
HiberniaGlobal,0004,1800.717326357,8.661010328,7.322,1079.818,4.914,4.914,119.815,119.815,89.217620085,85.854523124
HiberniaIreland,0000,1800.008762867,0.947466424,0.137,0.168,0.125,0.125,0.136,0.136,0.188623317,0.186928227
HiberniaIreland,0001,1800.010584933,0.213412439,0.121,0.144,0.19199999999999998,0.19199999999999998,0.16299999999999998,0.16299999999999998,0.184695725,0.17396124
HiberniaIreland,0002,1800.011516581,0.162680225,0.106,0.211,0.134,0.134,0.158,0.158,0.189400688,0.176315288
HiberniaIreland,0003,1800.011718077,0.071792601,0.1,0.149,0.148,0.148,0.123,0.123,0.177577334,0.182238533
HiberniaIreland,0004,1800.004998024,0.338797257,0.146,0.214,0.153,0.153,0.142,0.142,0.180691573,0.176701031
HiberniaNireland,0000,1800.142223551,0.244744626,0.209,2.168,0.31,0.31,0.971,0.971,0.754275407,0.855186877
HiberniaNireland,0001,1800.048948739,0.50235608,0.314,2.578,0.32499999999999996,0.32499999999999996,1.215,1.215,0.891580609,0.920977635
HiberniaNireland,0002,1800.035006939,0.211046164,0.254,2.098,0.283,0.283,1.0050000000000001,1.0050000000000001,0.773591471,0.757244803
HiberniaNireland,0003,1800.092686952,0.27322872,0.278,1.986,0.33699999999999997,0.33699999999999997,1.3310000000000002,1.3310000000000002,0.794575867,0.791512997
HiberniaNireland,0004,1800.002306723,0.240073506,0.259,2.801,0.32199999999999995,0.32199999999999995,0.924,0.924,0.735198384,0.736195848
HiberniaUk,0000,1800.069123503,0.159742283,0.09,0.579,0.106,0.106,0.121,0.121,0.500182832,0.524378532
HiberniaUk,0001,1800.059868866,0.540198891,0.225,0.635,0.242,0.242,0.193,0.193,0.491987452,0.531000847
HiberniaUk,0002,1800.057737871,0.345475653,0.131,0.575,0.234,0.234,0.16799999999999998,0.16799999999999998,0.564417446,0.613361101
HiberniaUk,0003,1800.048508869,0.286795963,0.159,0.602,0.189,0.189,0.191,0.191,0.530147231,0.494426789
HiberniaUk,0004,1800.024582844,0.218461072,0.083,0.526,0.101,0.101,0.114,0.114,0.385081184,0.488578142
HiberniaUs,0000,1800.215739078,0.406023136,0.323,5.239,0.5880000000000001,0.5880000000000001,1.955,1.955,1.205620131,1.214999848
HiberniaUs,0001,1800.142910601,0.446605324,0.406,6.969,0.429,0.429,2.832,2.832,1.332023518,1.325406152
HiberniaUs,0002,1800.082516992,0.515149333,0.495,5.347,0.7020000000000001,0.7020000000000001,2.76,2.76,1.484276371,1.540229165
HiberniaUs,0003,1800.007772888,0.142232067,0.286,4.918,0.315,0.315,1.734,1.734,1.102635137,1.281702118
HiberniaUs,0004,1800.078989335,0.136159586,0.313,5.025,0.324,0.324,1.6600000000000001,1.6600000000000001,1.324137175,1.106556661
Highwinds,0000,1800.338575384,0.184063196,0.383,3.815,0.367,0.367,3.124,3.124,1.168246575,1.20752497
Highwinds,0001,1800.197447531,0.414801894,0.265,3.938,0.46,0.46,3.346,3.346,1.630546318,1.555718411
Highwinds,0002,1800.572959602,0.305399094,0.367,3.797,0.438,0.438,3.042,3.042,1.34177588,1.402658813
Highwinds,0003,1800.013350818,0.300581332,0.261,5.035,0.359,0.359,2.996,2.996,1.323693492,1.481535847
Highwinds,0004,1800.806600833,0.256367386,0.296,3.758,0.416,0.416,3.444,3.444,1.201292731,1.413974835
HostwayInternational,0000,1800.103505488,0.127600663,0.158,1.086,0.219,0.219,0.5720000000000001,0.5720000000000001,0.722704777,0.542196146
HostwayInternational,0001,1800.134988487,0.076336467,0.126,1.0,0.17300000000000001,0.17300000000000001,0.481,0.481,0.471632084,0.556050473
HostwayInternational,0002,1800.036386225,0.069564709,0.181,0.968,0.23600000000000002,0.23600000000000002,0.477,0.477,0.477189478,0.596479419
HostwayInternational,0003,1800.141231724,0.134421485,0.122,0.917,0.179,0.179,0.625,0.625,0.672833438,0.699774752
HostwayInternational,0004,1800.032123986,0.183912971,0.124,0.978,0.165,0.165,0.453,0.453,0.553085821,0.532049823
HurricaneElectric,0000,1800.032340975,0.734307657,0.667,7.152,0.471,0.471,4.54,4.54,1.924390249,2.157700607
HurricaneElectric,0001,1800.027896994,0.514047417,0.51,7.929,0.5640000000000001,0.5640000000000001,3.955,3.955,2.221433281,2.343115005
HurricaneElectric,0002,1800.554206021,0.469680788,0.355,6.922,0.488,0.488,3.539,3.539,1.970229818,2.196461085
HurricaneElectric,0003,1800.709037038,0.931164108,1.034,10.783,0.569,0.569,6.041,6.041,4.879279581,3.683761147
HurricaneElectric,0004,1800.12405844,0.697116132,0.559,6.592,0.502,0.502,5.67,5.67,2.49170498,3.062182752
Ibm,0000,1800.099065848,2.465239804,3.481,5.901,2.4779999999999998,2.4779999999999998,12.393,12.393,2.468080003,3.121386843
Ibm,0001,1800.030081643,2.769353948,0.343,5.087,0.33299999999999996,0.33299999999999996,5.83,5.83,1.057437102,0.960659769
Ibm,0002,1800.18077692,1.885462886,0.543,4.124,0.749,0.749,4.675999999999999,4.675999999999999,1.324578742,1.448304357
Ibm,0003,1800.08442027,1.537897346,0.419,5.908,0.5790000000000001,0.5790000000000001,2.6460000000000004,2.6460000000000004,0.972844013,1.021055861
Ibm,0004,1800.02791338,1.910922556,0.501,5.079,0.7150000000000001,0.7150000000000001,3.499,3.499,1.095224794,0.851619455
Iij,0000,1801.306785248,1.633092534,1.314,122.02,1.521,3.025,27.155,33.556,13.237472726,14.614470698
Iij,0001,1800.171619875,2.098000383,1.19,106.036,1.173,2.71,20.045,47.509,12.369574801,13.839593935
Iij,0002,1800.670071031,1.345642651,1.165,105.406,1.1589999999999998,2.632,19.447000000000003,33.31,12.443650403,12.434375785
Iij,0003,1800.711098274,1.713176365,2.002,127.437,1.545,3.516,30.078000000000003,35.119,15.322487425,15.615214733
Iij,0004,1802.913824982,1.596143221,1.86,126.699,1.395,3.036,31.904,37.31,13.931061514,13.882533724
Iinet,0000,1800.319781667,8.446553881,1.006,11.505,0.905,0.905,1.899,1.899,10.567254221,10.006525048
Iinet,0001,1800.11118123,1.620214758,0.491,10.96,0.519,0.519,1.7069999999999999,1.7069999999999999,6.941207583,5.901900718
Iinet,0002,1800.585489832,4.611909381,0.84,11.369,0.621,0.621,1.5359999999999998,1.5359999999999998,8.99872014,7.324327739
Iinet,0003,1800.99347192,1.333021491,0.831,11.335,0.395,0.395,1.2249999999999999,1.2249999999999999,6.175565595,5.496935008
Iinet,0004,1801.317552291,5.175541454,0.687,12.39,0.706,0.706,1.4369999999999998,1.4369999999999998,8.752111655,8.026742627
Ilan,0000,1800.046453588,0.524531187,0.377,0.736,0.29500000000000004,0.29500000000000004,0.39499999999999996,0.39499999999999996,0.432693315,0.582679438
Ilan,0001,1800.014931196,0.440175067,0.259,0.498,0.41900000000000004,0.41900000000000004,0.252,0.252,0.479193232,0.491771531
Ilan,0002,1800.050064669,0.599057309,0.215,0.444,0.41800000000000004,0.41800000000000004,0.45099999999999996,0.45099999999999996,0.878933222,0.706968839
Ilan,0003,1800.008315861,0.425763039,0.285,0.65,0.28400000000000003,0.28400000000000003,0.298,0.298,0.522024774,0.475172047
Ilan,0004,1800.059442537,0.148386461,0.196,0.527,0.28600000000000003,0.28600000000000003,0.349,0.349,0.626062357,0.474065404
Integra,0000,1800.041601499,0.530193273,0.659,10.839,0.535,0.535,6.044,6.044,3.295720173,3.455424039
Integra,0001,1800.003584376,0.872886277,0.524,11.491,0.522,0.522,5.652,5.652,2.88269828,3.490522876
Integra,0002,1800.318327657,0.791880131,0.858,11.716,0.712,0.712,5.854,5.854,3.510084488,3.696222015
Integra,0003,1800.095934044,0.734936736,0.595,11.317,0.5619999999999999,0.5619999999999999,5.659,5.659,2.90675615,3.287974598
Integra,0004,1800.168349267,1.251671802,0.596,16.627,0.817,0.817,10.952,10.952,3.179678849,3.273742385
Intellifiber,0000,1801.434029495,23.057560531,16.547,-,10.209,10.209,186.201,186.201,304.963757244,313.103092734
Intellifiber,0001,1800.347773286,52.096511748,14.921,-,9.151,9.151,157.445,157.445,377.324682686,348.609714197
Intellifiber,0002,1800.068074412,59.544079222,17.064,-,11.373000000000001,11.373000000000001,202.449,202.449,416.239217806,377.853349303
Intellifiber,0003,1800.374947288,69.567021751,18.083,-,11.158999999999999,11.158999999999999,212.835,212.835,348.691445076,318.467208566
Intellifiber,0004,1803.192074341,113.633495451,17.529,-,10.893,10.893,200.749,200.749,412.99967623,352.245912086
Internetmci,0000,1800.662343204,1.067390426,0.356,5.462,0.435,0.9279999999999999,2.33,8.269,1.600847697,1.558750552
Internetmci,0001,1800.037781879,0.707415239,0.313,3.435,0.519,2.347,1.467,12.616,1.227749868,1.240979674
Internetmci,0002,1800.210000471,10.055897903,7.147,12.59,2.689,15.088,11.621,28.787,2.553910036,5.581558868
Internetmci,0003,1800.473593507,0.487331653,0.448,4.337,0.408,1.3920000000000001,1.711,7.851,1.694509013,1.761310461
Internetmci,0004,1800.15470775,0.532000719,0.199,4.196,0.316,5.833,1.559,34.177,1.209395554,1.215180595
Internode,0000,1803.69874928,37.800495928,3.425,1097.977,0.952,2.075,1.984,4.663,187.630319338,179.266313519
Internode,0001,1803.098793948,16.119731838,3.751,1213.847,1.051,4.342,2.063,3.375,196.301086193,198.920801826
Internode,0002,1801.257483993,11.010133498,3.422,928.225,0.7739999999999999,2.0229999999999997,1.774,2.858,184.698848363,189.79926745
Internode,0003,1812.227336554,21.188358867,3.5,1232.111,1.0110000000000001,1.9769999999999999,2.109,2.733,193.196409062,196.451732648
Internode,0004,1800.013318117,55.521416927,3.59,1912.341,0.955,2.625,1.925,3.185,203.460622004,208.605514512
Interoute,0000,1807.744435268,1327.772507593,119.218,-,98.118,98.118,3840.624,3840.624,-,-
Interoute,0001,1821.962563278,681.761177141,133.743,-,106.534,106.534,3936.233,3936.233,-,-
Interoute,0002,1829.144685948,663.011288879,168.458,-,137.54199999999997,137.54199999999997,3891.829,3891.829,-,-
Interoute,0003,1805.428622434,1803.589540334,129.055,-,123.261,123.261,3856.3599999999997,3856.3599999999997,-,-
Interoute,0004,1806.157340988,1803.462243562,121.224,-,127.883,127.883,3878.833,3878.833,-,-
Intranetwork,0000,1801.821003823,0.8741269,1.817,216.226,1.074,1.074,8.655999999999999,8.655999999999999,11.652141422,12.095345746
Intranetwork,0001,1802.330360968,0.657588012,1.861,213.099,1.0710000000000002,1.0710000000000002,8.642999999999999,8.642999999999999,12.21114003,12.465377041
Intranetwork,0002,1802.185763041,0.58182613,1.668,213.382,0.984,0.984,7.282,7.282,11.85475197,12.021115159
Intranetwork,0003,1800.659172581,0.941172105,1.967,218.391,1.0510000000000002,1.0510000000000002,8.461,8.461,12.608697103,12.976109885
Intranetwork,0004,1800.042562615,0.61008782,1.903,202.986,1.057,1.057,8.41,8.41,12.380218462,11.976571532
Ion,0000,1925.074126238,1805.730676209,217.846,-,102.864,102.864,2493.367,2493.367,-,-
Ion,0001,1901.821610449,1395.634455976,159.35,-,90.459,90.459,2618.5170000000003,2618.5170000000003,-,-
Ion,0002,1840.324410736,1500.8002892,145.874,-,94.482,94.482,2471.416,2471.416,-,-
Ion,0003,1916.941741454,1181.923835551,139.537,-,91.075,91.075,2585.17,2585.17,-,-
Ion,0004,1870.452907485,246.34069711,147.001,-,107.198,107.198,2499.293,2499.293,-,-
IowaStatewideFiberMap,0000,1800.917943471,2.313063739,1.379,31.328,1.1560000000000001,1.1560000000000001,10.597000000000001,10.597000000000001,8.245739724,8.33278577
IowaStatewideFiberMap,0001,1800.066172774,1.126363314,0.973,24.625,0.87,0.87,6.6739999999999995,6.6739999999999995,6.380174546,6.352819297
IowaStatewideFiberMap,0002,1800.65766218,1.482728568,1.004,25.214,0.843,0.843,12.822000000000001,12.822000000000001,6.094316311,6.070604429
IowaStatewideFiberMap,0003,1801.310653965,1.783998919,1.049,26.06,0.851,0.851,11.458,11.458,7.716682612,7.803013555
IowaStatewideFiberMap,0004,1800.101373313,2.944407977,1.054,26.207,1.3470000000000002,1.3470000000000002,10.488000000000001,10.488000000000001,7.652598765,7.534096122
Iris,0000,1801.8905025,8.196363803,4.076,1483.031,2.654,2.654,47.343,47.343,56.204355997,55.888902322
Iris,0001,1801.666959953,8.649449347,3.344,849.046,2.243,2.243,58.32899999999999,58.32899999999999,54.489822008,55.468323607
Iris,0002,1806.885491115,19.189452659,3.712,809.274,2.248,2.248,40.717,40.717,56.193697635,54.77240323
Iris,0003,1801.462113842,6.926971065,4.681,769.447,2.713,2.713,53.003,53.003,53.062493232,53.380789565
Iris,0004,1806.234070567,5.981466712,3.685,755.292,2.15,2.15,55.31999999999999,55.31999999999999,51.420125487,49.36743506
Istar,0000,1800.029911696,0.137011382,0.213,2.797,0.162,0.162,0.198,0.198,0.956387764,1.269395684
Istar,0001,1800.453492524,0.135239179,0.211,2.866,0.125,0.125,0.118,0.118,1.156014506,1.352918833
Istar,0002,1800.407599962,0.136691204,0.243,2.798,0.155,0.155,0.138,0.138,1.20191737,1.227775217
Istar,0003,1800.022972882,0.136326529,0.242,2.817,0.132,0.132,0.126,0.126,1.163337109,1.156087191
Istar,0004,1800.201285757,0.12670355,0.21,2.831,0.11599999999999999,0.11599999999999999,0.12,0.12,1.148413316,1.067287158
Itnet,0000,1800.019586448,0.04426193,0.092,0.142,0.067,0.067,0.088,0.088,0.209101202,0.20622914
Itnet,0001,1800.029470189,0.042611193,0.095,0.141,0.059,0.059,0.06,0.06,0.22169991,0.205612169
Itnet,0002,1800.03057805,0.043035437,0.086,0.147,0.083,0.083,0.062,0.062,0.214500389,0.227769135
Itnet,0003,1800.03015293,0.043671099,0.077,0.142,0.059,0.059,0.061,0.061,0.215191829,0.310110497
Itnet,0004,1800.02945483,0.044406137,0.068,0.137,0.07,0.07,0.061,0.061,0.214747941,0.212790687
Janetbackbone,0000,1800.481458565,1.083560425,1.164,20.049,0.751,0.751,13.788,13.788,6.774645846,6.97777619
Janetbackbone,0001,1801.135416554,1.127804201,1.222,19.113,0.764,0.764,15.187,15.187,6.728149143,6.954159915
Janetbackbone,0002,1800.260604257,0.959469904,1.033,19.535,1.133,1.133,15.487,15.487,5.993599786,5.561206846
Janetbackbone,0003,1800.353784015,1.672032441,1.41,19.039,1.067,1.067,14.229,14.229,6.740677424,6.270647912
Janetbackbone,0004,1800.362776935,1.374226862,2.103,33.361,2.063,2.063,30.028,30.028,6.713955587,5.931437373
JanetExternal,0000,1800.028198157,0.039094015,0.059,0.122,0.062,0.062,0.088,0.088,0.205612566,0.195695338
JanetExternal,0001,1800.026132881,0.048972857,0.065,0.113,0.06,0.06,0.057999999999999996,0.057999999999999996,0.197154181,0.232330893
JanetExternal,0002,1800.040945412,0.038696811,0.058,0.107,0.08,0.08,0.075,0.075,0.19685088,0.195025371
JanetExternal,0003,1800.011062145,0.055609698,0.059,0.106,0.08299999999999999,0.08299999999999999,0.057,0.057,0.194119304,0.240071378
JanetExternal,0004,1800.021418365,0.038008975,0.072,0.108,0.06,0.06,0.057,0.057,0.193800938,0.207251224
Janetlense,0000,1800.429961483,0.579457706,0.357,4.29,0.394,0.394,3.3459999999999996,3.3459999999999996,1.214495244,1.330682791
Janetlense,0001,1800.520555116,0.543657341,0.313,3.795,0.361,0.361,2.6479999999999997,2.6479999999999997,1.301853477,1.260323757
Janetlense,0002,1800.057065772,0.443397243,0.325,4.013,0.46,0.46,2.7489999999999997,2.7489999999999997,1.511313068,1.289393557
Janetlense,0003,1800.110927805,0.301829083,0.318,2.923,0.33899999999999997,0.33899999999999997,2.164,2.164,1.246446524,1.306915471
Janetlense,0004,1800.717785996,0.490565934,0.414,3.719,0.424,0.424,2.3569999999999998,2.3569999999999998,1.371306663,1.622600626
Jgn2Plus,0000,1800.114408051,0.086692299,0.151,0.998,0.096,0.096,0.08399999999999999,0.08399999999999999,0.605495741,0.602450846
Jgn2Plus,0001,1800.031045393,0.081763382,0.095,0.963,0.098,0.098,0.082,0.082,0.600066,0.605881337
Jgn2Plus,0002,1800.036661281,0.08381457,0.117,0.947,0.12,0.12,0.08499999999999999,0.08499999999999999,0.618731315,0.591960747
Jgn2Plus,0003,1800.020020054,0.081707686,0.171,0.997,0.097,0.097,0.092,0.092,0.55748845,0.612447826
Jgn2Plus,0004,1800.120899284,0.083213495,0.166,0.95,0.097,0.097,0.08299999999999999,0.08299999999999999,0.561614223,0.59874041
Karen,0000,1800.06560469,0.510685915,0.347,5.894,0.23099999999999998,2.043,0.512,1.034,2.01234227,2.081983285
Karen,0001,1800.04242028,0.55642488,0.291,6.051,0.277,1.73,0.518,0.914,2.033217751,2.105768495
Karen,0002,1800.303745925,0.547949076,0.317,5.746,0.269,1.49,0.514,0.879,2.128576351,2.040880608
Karen,0003,1800.398128281,0.275644092,0.336,5.889,0.241,2.316,0.526,0.725,1.77999929,1.886148474
Karen,0004,1800.047029152,0.187778779,0.353,5.651,0.23399999999999999,1.5979999999999999,0.51,2.608,1.572055042,1.928992537
KentmanApr2007,0000,1800.086941413,0.143396611,0.221,2.576,0.157,0.258,0.241,0.403,1.079276081,1.12504196
KentmanApr2007,0001,1800.058874412,0.166801615,0.226,2.662,0.21000000000000002,0.242,0.22799999999999998,2.946,1.079761135,1.171638481
KentmanApr2007,0002,1800.058465729,0.123998577,0.194,2.391,0.157,0.642,0.22799999999999998,0.297,1.05205787,1.036543597
KentmanApr2007,0003,1800.168237522,0.154426655,0.269,2.577,0.166,0.236,0.23299999999999998,0.312,1.101379052,0.963673163
KentmanApr2007,0004,1800.091050772,0.132169574,0.304,2.705,0.156,0.253,0.23399999999999999,0.607,1.055268185,0.923737959
KentmanAug2005,0000,1800.219494562,0.690088347,0.342,5.793,0.16899999999999998,0.16899999999999998,0.372,0.372,2.340160076,2.374767011
KentmanAug2005,0001,1800.126054335,0.30726449,0.346,5.789,0.174,0.174,0.267,0.267,1.95183129,2.388710799
KentmanAug2005,0002,1800.337512162,0.624700081,0.338,5.612,0.174,0.174,0.243,0.243,2.348776518,2.685410932
KentmanAug2005,0003,1800.515153616,0.591979771,0.288,5.651,0.185,0.185,0.243,0.243,2.103771457,2.51174214
KentmanAug2005,0004,1800.183349375,0.750554869,0.351,5.823,0.22000000000000003,0.22000000000000003,0.245,0.245,2.684989503,2.63409115
KentmanFeb2008,0000,1800.441039949,0.231042926,0.279,5.143,0.183,0.296,0.302,0.39399999999999996,1.491864019,1.8088137
KentmanFeb2008,0001,1800.755572628,0.195954769,0.257,5.238,0.253,0.41,0.28,0.499,1.624951712,1.770677817
KentmanFeb2008,0002,1800.001784267,0.216466756,0.25,5.174,0.186,0.269,0.313,0.376,1.419742922,1.710541687
KentmanFeb2008,0003,1800.394570965,0.27541343,0.29,5.174,0.202,0.268,0.28800000000000003,0.388,1.599429088,1.605179902
KentmanFeb2008,0004,1800.80674139,0.209117909,0.305,5.242,0.21900000000000003,0.275,0.281,0.39699999999999996,1.681762405,1.688078577
KentmanJan2011,0000,1802.537307621,0.57648807,0.527,32.942,0.18,0.18,0.181,0.181,8.142945053,8.712521349
KentmanJan2011,0001,1802.344922733,0.51015521,0.59,33.312,0.20400000000000001,0.20400000000000001,0.21799999999999997,0.21799999999999997,8.242013705,8.586982044
KentmanJan2011,0002,1801.189798482,0.457852106,0.628,28.862,0.173,0.173,0.19,0.19,8.257400676,8.3729363
KentmanJan2011,0003,1801.57832033,0.544192148,0.506,33.538,0.193,0.193,0.21999999999999997,0.21999999999999997,8.517996306,8.403687773
KentmanJan2011,0004,1800.618900567,0.539638061,0.586,32.504,0.179,0.179,0.18,0.18,7.786026382,7.708272782
KentmanJul2005,0000,1800.14906707,0.076300112,0.159,0.588,0.14500000000000002,0.14500000000000002,0.14400000000000002,0.14400000000000002,0.540590146,0.590274985
KentmanJul2005,0001,1800.059737625,0.158420884,0.163,0.591,0.108,0.108,0.161,0.161,0.536902569,0.648786957
KentmanJul2005,0002,1800.008167778,0.192048209,0.184,0.714,0.127,0.127,0.14300000000000002,0.14300000000000002,0.550620896,0.575793692
KentmanJul2005,0003,1800.176805151,0.300495687,0.162,0.588,0.126,0.126,0.169,0.169,0.650101111,0.641128195
KentmanJul2005,0004,1800.041775295,0.158070035,0.176,0.62,0.207,0.207,0.14200000000000002,0.14200000000000002,0.633574532,0.744395768
Kreonet,0000,1800.020289953,0.049251616,0.088,0.222,0.066,0.066,0.068,0.068,0.342889546,0.337706937
Kreonet,0001,1800.065682775,0.051733837,0.114,0.225,0.065,0.065,0.08299999999999999,0.08299999999999999,0.346320666,0.339517175
Kreonet,0002,1800.048427433,0.051352195,0.104,0.23,0.079,0.079,0.064,0.064,0.402298381,0.392536008
Kreonet,0003,1800.077675627,0.050240727,0.056,0.218,0.066,0.066,0.064,0.064,0.334271577,0.324197034
Kreonet,0004,1800.025874563,0.049134131,0.053,0.233,0.065,0.065,0.063,0.063,0.338737736,0.36699779
LambdaNet,0000,1800.134378192,3.036609826,1.67,67.733,1.1400000000000001,1.1400000000000001,4.92,4.92,13.517965333,13.825128577
LambdaNet,0001,1800.136825956,5.147870644,1.937,67.416,1.12,1.12,4.851,4.851,13.742292758,13.958328059
LambdaNet,0002,1800.267496353,11.644244719,2.295,69.603,1.4620000000000002,1.4620000000000002,11.048,11.048,14.413913054,14.98778003
LambdaNet,0003,1800.878895763,3.309129576,1.731,68.666,0.878,0.878,5.646999999999999,5.646999999999999,13.650320762,13.943230303
LambdaNet,0004,1800.218497478,3.285984931,1.717,67.119,0.896,0.896,4.191,4.191,13.562882418,14.186756843
Latnet,0000,1801.458123828,2.933369886,3.524,928.874,0.556,0.556,1.035,1.035,148.611614032,148.051267575
Latnet,0001,1803.307346274,3.321334403,3.587,903.172,0.597,0.597,1.036,1.036,150.038582799,153.650099287
Latnet,0002,1807.135806845,2.656098116,3.402,872.614,0.5599999999999999,0.5599999999999999,1.03,1.03,132.271109485,134.810329693
Latnet,0003,1800.44298921,2.95619289,3.572,994.589,0.6869999999999999,0.6869999999999999,1.117,1.117,135.671591705,136.236448464
Latnet,0004,1803.327976828,4.441679521,3.502,1029.325,0.59,0.59,1.384,1.384,153.575347102,155.241094164
Layer42,0000,1800.002780361,0.077207834,0.263,0.187,0.18,0.18,0.439,0.439,0.17080353,0.165546181
Layer42,0001,1800.01964674,0.102628146,0.139,0.232,0.16599999999999998,0.16599999999999998,0.24,0.24,0.167485099,0.170986132
Layer42,0002,1800.031191198,0.072120382,0.133,0.207,0.082,0.082,0.259,0.259,0.166484127,0.203143673
Layer42,0003,1800.002020552,0.058820549,0.068,0.088,0.097,0.097,0.082,0.082,0.177893097,0.202476743
Layer42,0004,1800.006498075,0.180214245,0.059,0.094,0.128,0.128,0.074,0.074,0.164186715,0.164179335
Litnet,0000,1801.262339833,2.25411075,0.872,136.233,0.254,0.254,0.265,0.265,12.543211789,12.599633707
Litnet,0001,1803.405043421,2.54596875,0.7,80.013,0.265,0.265,0.33699999999999997,0.33699999999999997,12.681976512,14.800969248
Litnet,0002,1802.16971497,2.059791204,0.877,83.341,0.33199999999999996,0.33199999999999996,0.29500000000000004,0.29500000000000004,13.219574964,13.92849178
Litnet,0003,1803.315568787,2.523192285,0.825,134.116,0.263,0.263,0.26,0.26,16.912436106,16.925337899
Litnet,0004,1801.366899859,2.491194632,0.726,143.076,0.3,0.3,0.251,0.251,14.792740977,15.082139665
Marnet,0000,1800.37931571,0.098801413,0.157,1.281,0.086,0.724,0.097,0.139,1.005804478,0.950266929
Marnet,0001,1800.09440153,0.087244589,0.103,1.229,0.108,0.184,0.087,0.179,0.932491888,1.134362236
Marnet,0002,1800.00147903,0.093281184,0.161,1.36,0.09,0.185,0.089,0.14200000000000002,1.045278763,0.940294205
Marnet,0003,1800.271519934,0.088703243,0.149,1.295,0.089,0.173,0.1,0.16399999999999998,0.941134344,0.940044851
Marnet,0004,1800.003036777,0.090098624,0.113,1.36,0.107,0.183,0.088,0.16199999999999998,0.938061215,1.135345323
Marwan,0000,1800.209200677,0.21730368,0.183,0.852,0.16,0.16,0.39399999999999996,0.39399999999999996,0.518783739,0.521349458
Marwan,0001,1800.006744944,0.412844596,0.241,0.952,0.17400000000000002,0.17400000000000002,0.265,0.265,0.561736246,0.5230679
Marwan,0002,1800.064586271,0.532730241,0.456,1.271,0.29100000000000004,0.29100000000000004,0.365,0.365,0.600551688,0.572400456
Marwan,0003,1800.018001008,0.314754383,0.165,0.866,0.15000000000000002,0.15000000000000002,0.321,0.321,0.634958463,0.63350303
Marwan,0004,1800.111550989,0.342209765,0.238,0.879,0.159,0.159,0.35,0.35,0.540931978,0.510671488
Missouri,0000,1801.901647602,44.211397683,13.091,2033.106,9.885,9.885,228.227,228.227,194.179393673,196.373954141
Missouri,0001,1805.644684422,32.42343803,13.904,2026.439,9.803,9.803,217.564,217.564,183.2930634,183.180680261
Missouri,0002,1810.656482622,31.704710527,13.43,1993.743,9.645,9.645,215.376,215.376,179.40421682,181.716118362
Missouri,0003,1800.161231055,140.349121946,12.681,2033.321,9.790000000000001,9.790000000000001,211.786,211.786,192.757182615,191.913119288
Missouri,0004,1802.289212072,33.906823456,13.365,2077.657,9.667,9.667,201.97899999999998,201.97899999999998,183.186119231,185.293982454
Mren,0000,1800.002550216,0.029330363,0.04,0.058,0.055,0.055,0.092,0.092,0.192754426,0.164461159
Mren,0001,1800.005782102,0.030409702,0.03,0.085,0.053,0.053,0.07300000000000001,0.07300000000000001,0.162884445,0.166451001
Mren,0002,1800.007489585,0.029992142,0.029,0.092,0.052000000000000005,0.052000000000000005,0.057,0.057,0.161093994,0.196263439
Mren,0003,1800.001617434,0.030607638,0.054,0.061,0.077,0.077,0.08,0.08,0.163901354,0.164845476
Mren,0004,1800.005968149,0.029559883,0.059,0.091,0.059000000000000004,0.059000000000000004,0.066,0.066,0.16490753,0.165256645
